순번,구분,기관명,채용유형,직렬태그,모집직렬_원문,인원,대상,학교장추천,추천마감,접수시작,접수마감,상태,필기일,면접일,최종발표,전형절차,필기과목,가점·자격,성적요건,공고링크,관련서류,출처,비고
,확인필요,한국식품산업클러스터진흥원,"정규직,무기계약직,비정규직",기계;시설,"사업관리,경영.회계.사무,교육.자연.사회과학,운전.운송,건설,기계,화학,식품가공,환경.에너지.안전",21,확인필요,미표기,,2026-09-18,2026-10-02,,,,,1. 정규직: 서류전형(15배수)-필기전형(5배수)-면접전형(1배수) 2. 공무직: 서류전형(10배수)-필기전형(인성검사 적부)-면접전형(1배수) 3. 일반/사업계약직: 서류전형(5배수)-면접전형(1배수) * 각 전형별 세부사항은 채용공고문 참고,,"1. 취업지원대상자: 전형별 만점의 5~10점(전형별 상한제 적용 운영) 2. 장애인: 전형별 만점의 5점 3. 기초생활수급자: 서류전형 만점의 2점 4. 북한이탈주민: 서류전형 만점의 2점 5. 다문화가족자녀: 서류전형 만점의 2점 6. 경력단절여성: 서류전형 만점의 2점 7. 자립준비청년: 서류전형 만점의 2점 8. 고졸: 서류전형 만점의 2점 9. 비수도권지역인재: 서류전형 만점의 1점 10. 청년: 서류전형 만점의 1점 11. 식품진흥원 체험형 인턴 (우수)수료: (수료)서류전형 만점의 2점 (우수수료)서류전형 만점의 3점 취업지원대상자, 장애인, 기초생활수급자, 북한이탈주민, 다문화가족자녀, 경력단절여성, 자립준비청년, 고졸, 비수도권지역인재, 청년, 식품진흥원 체험형 인턴 (우수)수료자",,https://www.foodpolis.kr/web/Board/4424/detailView.do?pageIndex=1&menu=2307,https://job.alio.go.kr/recruitview.do?idx=305142,공공데이터 오픈API(2026-09-20 수집),"🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,중졸이하,고졸,대졸(2~3년),대졸(4년),석사,박사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 전북 / 응시자격: 공통자격 및 제한경쟁자격을 충족한 자 [공통자격] 1. 성별, 나이 등의 제한 없음. 단, 진흥원 정년(만60세)에 해당하지 아니한 자 2. 인사규정 제10조(결격사유)의 임용 결격사유가 없는 자 ㉮「국가공무원법」제33조 각 호의 어느 하나에 해당하는 자 ㉯「병역법」제76조 제1항 각호의 어느 하나에 해당하는 자 ㉰「부패"
,확인필요,한국조폐공사,청년인턴(채용형),기계;전기;전자;시설,"사업관리,경영.회계.사무,문화.예술.디자인.방송,영업판매,기계,화학,전기.전자,정보통신,인쇄.목재.가구.공예,환경.에너지.안전,농림어업,연구",57,공통,미표기,,2026-09-18,2026-10-02,,,,,"ㅇ 1차전형 - 일반분야(25배수) * 행정사무, 행정기술, 기계기술, ICT(장애, 보훈 포함) : 직무자격(60점), 영어성적(40점) * 전자기술(고졸) : 내신성적(50점), 직무자격(30점), 영어성적(20점) - 연구분야(6배수) * 화공 : 논문평가(70점), 학위평가(30점) * 디자인 : 포트폴리오평가(70점), 직무자격(30점) ㅇ 2차전형 - 일반분야(3배수) * 행정사무, 행정기술, 기계기술, ICT(장애, 보훈 포함) : 직무수행능력평가(40점), 직업공통능력평가(60점) * 전자기술(고졸) : 직업공통능력평가(100점) - 연구분야(3배수) * 화공 : 논문발표평가(100점) * 디자인 : 실기평가(100점) ㅇ 3차전형 - 일반분야(1배수) * 행정사무, 행정기술, 기계기술, 전자기술(장애, 보훈, 고졸 포함) : 직무역량(40점) 및 조직적합성(60점) 면접평가 * ICT : 발표평가(40점), 조직적합성(60점) 면접평가 - 연구분야(1배수) * 화공 및 디자인 : 직무역량(40점) 및 조직적합성(60점) 면접평가 ※ 상세내용은 첨부파일을 참조하여 주시기 바랍니다.",,"ㅇ 취업지원대상자 : 만점의 5%, 10% 가점(공통, 매 전형) ㅇ 장애인 : 만점의 5% 가점(공통, 매 전형) ㅇ 한국조폐공사 사회형평적 체험형인턴 수료자 : 만점의 3% 가점(공통, 1·2차 전형) ㅇ 국민기초생활보장 수급자 : 만점의 3% 가점(공통, 1차 전형) ㅇ 의사상자 : 만점의 3% 가점(공통, 1차 전형) ㅇ 한부모가족 : 만점의 3% 가점(공통, 1차 전형) ㅇ 북한이탈주민 : 만점의 3% 가점(공통, 1차 전형) ㅇ 자립준비청년(보호종료아동) : 만점의 3% 가점(공통, 1차 전형) ㅇ 다문화가족 자녀 : 만점의 3% 가점(공통, 1차 전형) ㅇ 한국사능력검정 1급 자격소지자 : 만점의 1% 가점(공통, 1차 전형) ㅇ 전문자격증 보유자 : 만점의 5% 가점(전자기술, 화공, 디자인 제외 전 모집단위, 1·2차 전형) ㅇ 공인 제2외국어 성적보유자 : 만점의 1% 가점(행정사무, 행정사무(장애), 1차 전형) ㅇ 이전 지역인재 채용목표제(기계기술, ICT, 전자기술의 매 전형) ㅇ 비수도권 지역균형인재 채용목표제(전자기술 제외 전 모집단위의 매 전형) ㅇ 양성평등 채용목표제(기계기술, ICT, 전자기술의 3차 전형) ※ 상세내용은 첨부",,https://www.komsco.com/kor/88/recruitment/205?pageIndex=1&searchCondition=&searchKeyword=,https://job.alio.go.kr/recruitview.do?idx=305144,공공데이터 오픈API(2026-09-20 수집),"🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸,대졸(4년),석사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울,대전,충남,경북 / 응시자격: ㅇ공통 지원자격 - 성별, 연령 제한 없음. 단, 공사 정년(60세) 이상자는 지원 불가 - 공사 「인사관리 규정」 제10조의 채용 결격사유에 해당하지 않는 사람(붙임2) - 임용 즉시 업무종사가 가능하고 공사 사업장 소재지에서 근무가 가능한 사람 ※ 모집단위별 중복지원 불가 ㅇ일반분야 - 행정사무·행정기술·기계기술·IC"
