순번,구분,기관명,채용유형,직렬태그,모집직렬_원문,인원,대상,학교장추천,추천마감,접수시작,접수마감,상태,필기일,면접일,최종발표,전형절차,필기과목,가점·자격,성적요건,공고링크,관련서류,출처,비고
,확인필요,(주)한국가스기술공사,정규직,시설;기계;전기;전자,"건설,기계,전기.전자",91,확인필요,미표기,,2026-09-21,2026-10-06,,,,,"<일반직, 특정직> ○ 1차(서류전형) : 우대사항 평가, 20배수 ○ 2차(필기전형) : 직무분야(50%), 직업기초능력(50%), 인성검사(적부), 2~5배수 ○ 3차(면접전형) : 면접전형(100%), 1배수 [합격자 결정] 분아별 채용계획인원 범위 내에서 필기점수[직무전공 점수(50%)+NCS직업공통능력(50%)의 30%]와 면접전형(70%) 점수를 합산하여 고득점자 순으로 결정 ○ 동점자 처리기준 1. [全 분야] 취업지원대상자 중 가점 고득점자 2. [全 분야] 장애인 3. [全 분야] 면접점수 중 직업기초능력점수 고득점자 4. [全 분야] 필기전형 총점(가점 포함) 고득점자 5. [全 분야] 사회형평적 채용(다문화가족, 기초생활수급자, 자립준비청년, 의사상자, 북한이탈주민) 가점 총점기준 고득점자 6. [全 분야] 청년인턴 수료자 중 최우수인턴 ※ 기준 모두 적용 후 동점일 경우 동점자 전원 합격처리",,"<공통사항> ○ 「국가유공자 등 예우 및 지원에 관한 법률」 등 보훈관계법률에 따른 가점대상자 가점 부여(만점의 10% 또는 5%)(단, 동법 제31조에 따라 가점합격자 상한제 적용) ○ 「장애인고용촉진 및 직업재활법」에 의한 장애인으로 등록된 자 우대 ○ 「다문화가족지원법」에 의한 다문화가족(필기전형에 한함) ○ 「국민기초생활보장법」에 의한 기초생활수급자(주민등록상 세대원 포함, 필기전형에 한함) ○ 「아동복지법」 제16조에 따라 보호시설을 퇴소한 지 5년 이내(공고일 기준)인 자(필기전형에 한함) ○ 「의사상자 등 예우 및 지원에 관한 법률」에 의한 의사상자 본인 및 가족(필기전형에 한함) ○ 「북한이탈주민의 보호 및 정착지원에 관한 법률」에 해당하는 북한이탈주민(필기전형에 한함) ※ 직렬별 상세 우대사항 채용공고 참조 <일반직_신입_6급2_기계,전기,토목_전국> ○ 직무 및 안전분야 우대 국가기술자격증 소지자 ○ 영어 기준 점수 이상 ○ 공사재직자 : 우리공사 특정직, 무기계약직 직원으로 근무 중인 자 <일반직_신입_7급_기계,전기_전국> ○ 직무 및 안전분야 우대 국가기술자격증 소지자 ○ 영어 기준 점수 이상 ○ 공사재직자 : 우리공사 특정직, 무기계",,https://kogas-tech.saramin.co.kr/,https://job.alio.go.kr/recruitview.do?idx=305190,공공데이터 오픈API(2026-09-22 수집),"🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울,부산,대구,인천,대전,울산,세종,경기,강원,충북,충남,전북,전남광주,경북,경남,제주 / 응시자격: <공통사항> ○ 연령·성별 제한없음(단, 임용일 기준 만60세 초과자 제외 : 정년적용) ○ 학력·전공 제한없음 ○ 병역법 제76조(병역의무 불이행자에 대한 제재)에서 정한 병역의무 불이행 사실이 없으며 병역을 필하였거나 면제받은 자 ※ 임용일 전까지 전역 가능한 자 포함. 단, 7급의 경우 병역미필자 응시가능 ○ 임용일"
